timestamp,attacco,targeted,target_class,strength_name,strength_values,accuracy_values,constant_values,avg_perturbations,accuracy_on_target_class
2024-06-24 10:58:20,DeepFool,False,,eps,"[0,0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]","[0.8316633266533067,0.09519038076152304, 0.07615230460921844, 0.06813627254509018, 0.05511022044088176, 0.050100200400801605, 0.045090180360721446, 0.03907815631262525, 0.03206412825651302, 0.027054108216432865]","{""max_iter"": 2}","[0, 0.0018,0.0019,0.0021,0.0023,0.0024,0.0026,0.0027,0.0029,0.0031]"
2024-06-24 12:47:06,DeepFool,False,,eps,"[0,0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]","[0.8316633266533067,0.025050100200400802, 0.021042084168336674, 0.01903807615230461, 0.01903807615230461, 0.01603206412825651, 0.017034068136272545, 0.01603206412825651, 0.01603206412825651, 0.01603206412825651]","{""max_iter"": 5}","[0, 0.0018,0.0019,0.0021,0.0023,0.0024,0.0026,0.0027,0.0029,0.0031]"
2024-06-24 14:37:50,DeepFool,False,,eps,"[0,0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9]","[0.8316633266533067,0.017034068136272545, 0.01503006012024048, 0.01503006012024048, 0.01503006012024048, 0.013026052104208416, 0.014028056112224449, 0.012024048096192385, 0.012024048096192385, 0.012024048096192385]","{""max_iter"": 10}","[0, 0.0018,0.0019,0.0021,0.0023,0.0024,0.0026,0.0027,0.0029,0.0031]"
